path,class
dataset/ImageDataset/normal/Normal_Videos_778_x2649.0.jpg,normal
dataset/ImageDataset/crime/Burglary075_x264367.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_935_x2641781.0.jpg,normal
dataset/ImageDataset/crime/Burglary089_x26458.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_597_x26461.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_603_x26411.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_924_x264661.0.jpg,normal
dataset/ImageDataset/crime/Stealing084_x264480.0.jpg,crime
dataset/ImageDataset/crime/Stealing013_x26448.0.jpg,crime
dataset/ImageDataset/crime/Burglary095_x2641158.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_924_x2642556.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_877_x26469.0.jpg,normal
dataset/ImageDataset/crime/Burglary065_x264102.0.jpg,crime
dataset/ImageDataset/crime/Burglary064_x26445.0.jpg,crime
dataset/ImageDataset/crime/Stealing086_x264355.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_944_x26419.0.jpg,normal
dataset/ImageDataset/crime/Stealing042_x26437.0.jpg,crime
dataset/ImageDataset/crime/Stealing079_x26439.0.jpg,crime
dataset/ImageDataset/crime/Burglary095_x264168.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_924_x2643540.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_453_x264171.0.jpg,normal
dataset/ImageDataset/crime/Burglary083_x2646.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_935_x2642364.0.jpg,normal
dataset/ImageDataset/crime/Stealing003_x26486.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_877_x264227.0.jpg,normal
dataset/ImageDataset/crime/Stealing050_x2644.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_924_x2642385.0.jpg,normal
dataset/ImageDataset/crime/Stealing086_x26458.0.jpg,crime
dataset/ImageDataset/crime/Stealing013_x264151.0.jpg,crime
dataset/ImageDataset/crime/Stealing042_x26484.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_924_x2642684.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_935_x2642749.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_866_x26434.0.jpg,normal
dataset/ImageDataset/crime/Burglary064_x264134.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_246_x26487.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_940_x264401.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_925_x264165.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_940_x2641093.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_067_x26431.0.jpg,normal
dataset/ImageDataset/crime/Burglary064_x264722.0.jpg,crime
dataset/ImageDataset/crime/Stealing060_x26433.0.jpg,crime
dataset/ImageDataset/crime/Burglary082_x26472.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_924_x2641426.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_940_x264455.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_935_x264930.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_935_x2642929.0.jpg,normal
dataset/ImageDataset/crime/Burglary079_x264360.0.jpg,crime
dataset/ImageDataset/crime/Stealing052_x26492.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_210_x264176.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_943_x2645.0.jpg,normal
dataset/ImageDataset/crime/Stealing079_x26433.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_783_x264228.0.jpg,normal
dataset/ImageDataset/crime/Stealing079_x264104.0.jpg,crime
dataset/ImageDataset/crime/Burglary095_x264389.0.jpg,crime
dataset/ImageDataset/crime/Burglary062_x264135.0.jpg,crime
dataset/ImageDataset/crime/Stealing021_x26451.0.jpg,crime
dataset/ImageDataset/crime/Burglary064_x26415.0.jpg,crime
dataset/ImageDataset/crime/Burglary084_x264139.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_877_x264326.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_925_x26415.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_924_x2641012.0.jpg,normal
dataset/ImageDataset/crime/Stealing086_x264361.0.jpg,crime
dataset/ImageDataset/crime/Stealing020_x264103.0.jpg,crime
dataset/ImageDataset/crime/Burglary065_x264184.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_935_x264536.0.jpg,normal
dataset/ImageDataset/crime/Burglary061_x26477.0.jpg,crime
dataset/ImageDataset/crime/Stealing089_x264304.0.jpg,crime
dataset/ImageDataset/crime/Burglary100_x264237.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_877_x264126.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_893_x26463.0.jpg,normal
dataset/ImageDataset/crime/Stealing045_x26468.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_935_x264519.0.jpg,normal
dataset/ImageDataset/crime/Burglary087_x2643.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_924_x264582.0.jpg,normal
dataset/ImageDataset/crime/Stealing004_x264174.0.jpg,crime
dataset/ImageDataset/crime/Stealing043_x2648.0.jpg,crime
dataset/ImageDataset/crime/Burglary095_x264781.0.jpg,crime
dataset/ImageDataset/crime/Stealing077_x264154.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_828_x26426.0.jpg,normal
dataset/ImageDataset/crime/Stealing022_x26424.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_935_x2641289.0.jpg,normal
dataset/ImageDataset/crime/Stealing006_x26475.0.jpg,crime
dataset/ImageDataset/crime/Burglary064_x264287.0.jpg,crime
dataset/ImageDataset/crime/Burglary079_x264325.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_798_x264177.0.jpg,normal
dataset/ImageDataset/crime/Stealing079_x264138.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_941_x26459.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_924_x264267.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_869_x26465.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_911_x2644.0.jpg,normal
dataset/ImageDataset/crime/Burglary098_x2647.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_783_x264299.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_935_x264774.0.jpg,normal
dataset/ImageDataset/crime/Stealing004_x26412.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_901_x2642.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_924_x2641345.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_924_x2642865.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_893_x264160.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_880_x26478.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_783_x26438.0.jpg,normal
dataset/ImageDataset/crime/Stealing028_x26452.0.jpg,crime
dataset/ImageDataset/crime/Stealing079_x26423.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_478_x26423.0.jpg,normal
dataset/ImageDataset/crime/Burglary079_x264200.0.jpg,crime
dataset/ImageDataset/crime/Stealing077_x264307.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_924_x2642237.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_880_x264226.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_935_x2642451.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_901_x26419.0.jpg,normal
dataset/ImageDataset/crime/Burglary058_x264144.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_935_x2641272.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_893_x26439.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_935_x264116.0.jpg,normal
dataset/ImageDataset/crime/Burglary075_x264101.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_725_x26428.0.jpg,normal
dataset/ImageDataset/crime/Stealing015_x26431.0.jpg,crime
dataset/ImageDataset/crime/Burglary087_x26415.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_940_x264951.0.jpg,normal
dataset/ImageDataset/crime/Burglary095_x264835.0.jpg,crime
dataset/ImageDataset/crime/Burglary079_x264419.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_401_x26425.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_310_x26431.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_873_x26453.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_246_x26464.0.jpg,normal
dataset/ImageDataset/crime/Burglary095_x264482.0.jpg,crime
dataset/ImageDataset/crime/Stealing053_x264286.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_924_x264981.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_801_x26422.0.jpg,normal
dataset/ImageDataset/crime/Stealing086_x264120.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_801_x26431.0.jpg,normal
dataset/ImageDataset/crime/Burglary058_x26427.0.jpg,crime
dataset/ImageDataset/crime/Stealing084_x264314.0.jpg,crime
dataset/ImageDataset/crime/Stealing007_x2641.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_924_x2641745.0.jpg,normal
dataset/ImageDataset/crime/Stealing077_x264193.0.jpg,crime
dataset/ImageDataset/crime/Burglary095_x264906.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_896_x26438.0.jpg,normal
dataset/ImageDataset/crime/Stealing086_x264518.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_798_x264186.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_935_x2642460.0.jpg,normal
dataset/ImageDataset/crime/Burglary053_x264102.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_924_x264543.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_924_x2641417.0.jpg,normal
dataset/ImageDataset/crime/Stealing078_x26417.0.jpg,crime
dataset/ImageDataset/crime/Stealing068_x26485.0.jpg,crime
dataset/ImageDataset/crime/Burglary064_x2641064.0.jpg,crime
dataset/ImageDataset/crime/Burglary076_x264175.0.jpg,crime
dataset/ImageDataset/crime/Burglary075_x264209.0.jpg,crime
dataset/ImageDataset/crime/Stealing058_x26414.0.jpg,crime
dataset/ImageDataset/crime/Burglary066_x2643.0.jpg,crime
dataset/ImageDataset/crime/Stealing087_x264137.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_902_x26425.0.jpg,normal
dataset/ImageDataset/crime/Burglary057_x26488.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_934_x26419.0.jpg,normal
dataset/ImageDataset/crime/Stealing019_x264128.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_935_x2641488.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_935_x2642991.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_885_x26413.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_935_x2641879.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_882_x26432.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_924_x2642462.0.jpg,normal
dataset/ImageDataset/crime/Burglary074_x26410.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_924_x2642593.0.jpg,normal
dataset/ImageDataset/crime/Burglary096_x264219.0.jpg,crime
dataset/ImageDataset/crime/Burglary079_x264246.0.jpg,crime
dataset/ImageDataset/crime/Burglary064_x264645.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_935_x2641996.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_453_x26487.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_935_x2641451.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_944_x264109.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_924_x2641779.0.jpg,normal
dataset/ImageDataset/crime/Burglary052_x264208.0.jpg,crime
dataset/ImageDataset/crime/Stealing068_x26416.0.jpg,crime
dataset/ImageDataset/crime/Burglary095_x264336.0.jpg,crime
dataset/ImageDataset/crime/Stealing013_x264285.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_935_x264831.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_940_x264278.0.jpg,normal
dataset/ImageDataset/crime/Stealing013_x264176.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_924_x2643299.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_924_x2642051.0.jpg,normal
dataset/ImageDataset/crime/Stealing089_x26427.0.jpg,crime
dataset/ImageDataset/crime/Stealing037_x264121.0.jpg,crime
dataset/ImageDataset/crime/Stealing023_x264118.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_924_x264893.0.jpg,normal
dataset/ImageDataset/crime/Burglary095_x264905.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_924_x2642355.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_722_x2642.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_940_x264706.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_935_x2643352.0.jpg,normal
dataset/ImageDataset/crime/Burglary064_x2641042.0.jpg,crime
dataset/ImageDataset/crime/Stealing087_x264138.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_935_x2641953.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_894_x26480.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_935_x2641797.0.jpg,normal
dataset/ImageDataset/crime/Stealing003_x26454.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_924_x2641710.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_896_x2647.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_924_x2642788.0.jpg,normal
dataset/ImageDataset/crime/Stealing084_x264289.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_656_x26452.0.jpg,normal
dataset/ImageDataset/crime/Burglary095_x2641156.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_869_x26436.0.jpg,normal
dataset/ImageDataset/crime/Stealing028_x26444.0.jpg,crime
dataset/ImageDataset/crime/Stealing022_x26417.0.jpg,crime
dataset/ImageDataset/crime/Burglary053_x26486.0.jpg,crime
dataset/ImageDataset/crime/Burglary095_x2642.0.jpg,crime
dataset/ImageDataset/crime/Burglary058_x264362.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_935_x2642170.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_941_x26430.0.jpg,normal
dataset/ImageDataset/crime/Burglary086_x26422.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_940_x264406.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_935_x2642121.0.jpg,normal
dataset/ImageDataset/crime/Stealing077_x264418.0.jpg,crime
dataset/ImageDataset/crime/Stealing089_x264223.0.jpg,crime
dataset/ImageDataset/crime/Stealing053_x264347.0.jpg,crime
dataset/ImageDataset/crime/Stealing087_x264134.0.jpg,crime
dataset/ImageDataset/crime/Burglary064_x2641373.0.jpg,crime
dataset/ImageDataset/crime/Burglary052_x264186.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_924_x2643303.0.jpg,normal
dataset/ImageDataset/crime/Burglary065_x264226.0.jpg,crime
dataset/ImageDataset/crime/Burglary057_x264121.0.jpg,crime
dataset/ImageDataset/crime/Burglary060_x2648.0.jpg,crime
dataset/ImageDataset/crime/Burglary098_x2642.0.jpg,crime
dataset/ImageDataset/crime/Stealing086_x264345.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_940_x264159.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_210_x264179.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_196_x26434.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_924_x2641262.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_880_x26467.0.jpg,normal
dataset/ImageDataset/crime/Stealing058_x26411.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_924_x2643421.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_880_x2644.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_944_x26427.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_310_x26414.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_722_x26443.0.jpg,normal
dataset/ImageDataset/crime/Burglary085_x26418.0.jpg,crime
dataset/ImageDataset/crime/Burglary052_x264157.0.jpg,crime
dataset/ImageDataset/crime/Stealing013_x264107.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_935_x264300.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_924_x2642435.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_940_x264513.0.jpg,normal
dataset/ImageDataset/crime/Burglary095_x264604.0.jpg,crime
dataset/ImageDataset/crime/Stealing037_x264125.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_934_x2649.0.jpg,normal
dataset/ImageDataset/crime/Stealing006_x2642.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_935_x264124.0.jpg,normal
dataset/ImageDataset/crime/Stealing023_x264154.0.jpg,crime
dataset/ImageDataset/crime/Stealing088_x264240.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_940_x2641148.0.jpg,normal
dataset/ImageDataset/crime/Stealing012_x26411.0.jpg,crime
dataset/ImageDataset/crime/Stealing075_x26411.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_603_x26430.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_924_x2641095.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_935_x26442.0.jpg,normal
dataset/ImageDataset/crime/Burglary075_x2646.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_702_x26421.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_924_x2643070.0.jpg,normal
dataset/ImageDataset/crime/Burglary095_x264726.0.jpg,crime
dataset/ImageDataset/crime/Burglary100_x26481.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_935_x2643233.0.jpg,normal
dataset/ImageDataset/crime/Burglary079_x264458.0.jpg,crime
dataset/ImageDataset/crime/Burglary100_x264132.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_940_x264103.0.jpg,normal
dataset/ImageDataset/crime/Burglary084_x264142.0.jpg,crime
dataset/ImageDataset/crime/Burglary088_x26491.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_944_x264182.0.jpg,normal
dataset/ImageDataset/crime/Burglary075_x264516.0.jpg,crime
dataset/ImageDataset/crime/Stealing053_x264100.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_935_x2642630.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_880_x264456.0.jpg,normal
dataset/ImageDataset/crime/Burglary095_x2641164.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_924_x264802.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_878_x2645.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_798_x264183.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_940_x264625.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_924_x264176.0.jpg,normal
dataset/ImageDataset/crime/Stealing077_x264385.0.jpg,crime
dataset/ImageDataset/crime/Burglary062_x26460.0.jpg,crime
dataset/ImageDataset/crime/Stealing086_x264600.0.jpg,crime
dataset/ImageDataset/crime/Burglary055_x26454.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_877_x26434.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_924_x2642349.0.jpg,normal
dataset/ImageDataset/crime/Stealing079_x26412.0.jpg,crime
dataset/ImageDataset/crime/Burglary064_x264663.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_880_x264587.0.jpg,normal
dataset/ImageDataset/crime/Burglary095_x264638.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_924_x2642572.0.jpg,normal
dataset/ImageDataset/crime/Burglary069_x26467.0.jpg,crime
dataset/ImageDataset/crime/Burglary095_x264334.0.jpg,crime
dataset/ImageDataset/crime/Burglary079_x264343.0.jpg,crime
dataset/ImageDataset/crime/Burglary084_x26416.0.jpg,crime
dataset/ImageDataset/crime/Stealing021_x26439.0.jpg,crime
dataset/ImageDataset/crime/Burglary075_x264198.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_935_x2642491.0.jpg,normal
dataset/ImageDataset/crime/Stealing075_x26434.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_576_x264141.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_935_x2642360.0.jpg,normal
dataset/ImageDataset/crime/Burglary070_x2646.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_880_x264288.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_924_x264995.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_924_x2642584.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_352_x26447.0.jpg,normal
dataset/ImageDataset/crime/Stealing089_x264284.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_576_x264269.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_925_x264235.0.jpg,normal
dataset/ImageDataset/crime/Stealing011_x2645.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_783_x264281.0.jpg,normal
dataset/ImageDataset/crime/Burglary095_x26482.0.jpg,crime
dataset/ImageDataset/crime/Stealing084_x26483.0.jpg,crime
dataset/ImageDataset/crime/Burglary100_x26490.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_248_x26428.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_175_x26487.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_182_x26457.0.jpg,normal
dataset/ImageDataset/crime/Burglary063_x264119.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_196_x26440.0.jpg,normal
dataset/ImageDataset/crime/Burglary070_x26421.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_943_x26425.0.jpg,normal
dataset/ImageDataset/crime/Stealing089_x264292.0.jpg,crime
dataset/ImageDataset/crime/Burglary090_x2645.0.jpg,crime
dataset/ImageDataset/crime/Stealing014_x264100.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_780_x26438.0.jpg,normal
dataset/ImageDataset/crime/Burglary095_x264797.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_310_x26435.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_924_x2642995.0.jpg,normal
dataset/ImageDataset/crime/Burglary064_x264243.0.jpg,crime
dataset/ImageDataset/crime/Burglary064_x2641079.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_887_x26457.0.jpg,normal
dataset/ImageDataset/crime/Burglary061_x26433.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_877_x264207.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_940_x264214.0.jpg,normal
dataset/ImageDataset/crime/Burglary072_x2641.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_924_x2643137.0.jpg,normal
dataset/ImageDataset/crime/Stealing088_x264313.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_725_x26423.0.jpg,normal
dataset/ImageDataset/crime/Burglary095_x264199.0.jpg,crime
dataset/ImageDataset/crime/Burglary074_x26463.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_924_x2641206.0.jpg,normal
dataset/ImageDataset/normal/Normal_Videos_935_x2642982.0.jpg,normal
dataset/ImageDataset/crime/Burglary076_x264395.0.jpg,crime
dataset/ImageDataset/crime/Stealing045_x264240.0.jpg,crime
dataset/ImageDataset/normal/Normal_Videos_924_x264510.0.jpg,normal
dataset/ImageDataset/crime/Stealing068_x264147.0.jpg,crime
dataset/ImageDataset/crime/Stealing019_x26445.0.jpg,crime
